loan_id,customer_id,origination_date,loan_amount,term_months,interest_rate,loan_grade,purpose,status,last_payment_date,remaining_balance,payments_made,age,annual_income,employment_length_yrs,home_ownership,state,credit_score,is_default,is_delinquent,orig_year,orig_quarter,orig_yrq,income_band,age_band
L00662,B02956,2021-02-25,12400,36,16.99,D,Home Improvement,Fully Paid,2024-09-20,0.0,36,62,27514,5,RENT,OH,655,0,0,2021,1,2021-Q1,1_Under 35K,5_55-64
L00663,B01215,2023-03-18,30200,36,17.11,D,Personal,Current,2024-12-03,12583.33,21,38,60901,3,RENT,KY,656,0,0,2023,1,2023-Q1,3_55K-80K,3_35-44
L00664,B03943,2024-04-27,13600,36,10.37,B,Home Improvement,Current,2024-12-23,10577.78,8,34,43040,5,MORTGAGE,FL,698,0,0,2024,2,2024-Q2,2_35K-55K,2_26-34
L00665,B01801,2024-03-01,25500,36,19.88,E,Debt Consolidation,Current,2024-12-23,19125.0,9,64,43395,10,RENT,NY,648,0,0,2024,1,2024-Q1,2_35K-55K,5_55-64
L00666,B04461,2024-09-19,5800,48,11.42,C,Business,Current,2024-11-28,5437.5,3,56,63147,9,MORTGAGE,SC,707,0,0,2024,3,2024-Q3,3_55K-80K,5_55-64
L00667,B02070,2021-02-25,40000,36,7.31,A,Debt Consolidation,Fully Paid,2024-10-19,0.0,36,53,99595,6,RENT,IL,770,0,0,2021,1,2021-Q1,4_80K-120K,4_45-54
L00668,B02378,2021-06-21,11700,36,16.55,D,Personal,Charged Off,2024-11-24,2018.68,21,26,32747,9,RENT,CA,642,1,0,2021,2,2021-Q2,1_Under 35K,2_26-34
L00669,B02104,2024-08-09,18400,36,17.29,D,Debt Consolidation,Current,2024-12-29,16355.56,4,55,61817,7,OWN,TX,641,0,0,2024,3,2024-Q3,3_55K-80K,5_55-64
L00670,B01272,2023-05-28,19800,36,16.82,D,Business,Current,2024-12-09,9350.0,19,49,44786,8,MORTGAGE,GA,618,0,0,2023,2,2023-Q2,2_35K-55K,4_45-54
L00671,B04357,2021-10-05,16900,24,21.21,E,Business,Charged Off,2024-09-09,3257.97,19,44,54957,3,RENT,CA,674,1,0,2021,4,2021-Q4,2_35K-55K,3_35-44
L00672,B03844,2023-08-04,5500,36,20.27,E,Home Improvement,Default,2024-08-02,2334.25,4,25,23585,0,RENT,TX,616,1,0,2023,3,2023-Q3,1_Under 35K,1_21-25
L00673,B00435,2022-01-08,13700,60,13.73,C,Debt Consolidation,Current,2024-12-02,5708.33,35,60,38068,5,RENT,WI,643,0,0,2022,1,2022-Q1,2_35K-55K,5_55-64
L00674,B03599,2021-04-13,21400,24,21.37,E,Auto,Fully Paid,2024-07-16,0.0,24,46,62289,8,RENT,MO,621,0,0,2021,2,2021-Q2,3_55K-80K,4_45-54
L00675,B03550,2022-06-17,13700,48,18.03,D,Debt Consolidation,Late (90+ days),2024-09-23,10501.98,18,41,51335,10,MORTGAGE,MI,710,0,1,2022,2,2022-Q2,2_35K-55K,3_35-44
L00676,B03772,2023-02-16,25400,60,26.67,F,Personal,Current,2024-11-26,16086.67,22,36,87709,2,MORTGAGE,NY,617,0,0,2023,1,2023-Q1,4_80K-120K,3_35-44
L00677,B00535,2022-11-02,22200,36,13.0,C,Business,Current,2024-12-03,6783.33,25,34,72667,7,MORTGAGE,VA,682,0,0,2022,4,2022-Q4,3_55K-80K,2_26-34
L00678,B00381,2022-03-10,15100,36,13.24,C,Personal,Current,2024-12-23,1258.33,33,31,84675,1,RENT,CA,681,0,0,2022,1,2022-Q1,4_80K-120K,2_26-34
L00679,B02151,2023-07-21,9700,24,17.27,D,Medical,Current,2024-11-27,2829.17,17,39,56471,6,RENT,VA,643,0,0,2023,3,2023-Q3,3_55K-80K,3_35-44
L00680,B04125,2022-11-01,38500,48,27.38,F,Debt Consolidation,Default,2024-10-17,14090.48,12,45,85998,0,MORTGAGE,IL,619,1,0,2022,4,2022-Q4,4_80K-120K,4_45-54
L00681,B03926,2022-11-23,9600,48,12.9,C,Business,Current,2024-12-02,4600.0,25,37,48152,8,RENT,NY,694,0,0,2022,4,2022-Q4,2_35K-55K,3_35-44
L00682,B03129,2023-02-16,7000,36,17.79,D,Debt Consolidation,Current,2024-12-04,2722.22,22,42,20263,5,OWN,NJ,671,0,0,2023,1,2023-Q1,1_Under 35K,3_35-44
L00683,B04050,2022-07-24,6300,60,22.08,E,Debt Consolidation,Default,2024-07-20,3621.9,5,46,41298,4,MORTGAGE,MA,551,1,0,2022,3,2022-Q3,2_35K-55K,4_45-54
L00684,B00547,2023-05-14,9100,48,28.36,F,Medical,Current,2024-11-27,5497.92,19,48,18000,3,RENT,CA,619,0,0,2023,2,2023-Q2,1_Under 35K,4_45-54
L00685,B03617,2022-06-01,9000,36,26.06,F,Personal,Late (60-89 days),2024-09-13,6593.61,19,30,28063,10,RENT,NC,626,0,1,2022,2,2022-Q2,1_Under 35K,2_26-34
L00686,B04423,2021-06-17,12500,48,26.63,F,Auto,Late (90+ days),2024-09-04,8762.93,34,57,26949,1,RENT,AZ,565,0,1,2021,2,2021-Q2,1_Under 35K,5_55-64
L00687,B01752,2023-08-22,23000,36,13.42,C,Auto,Current,2024-12-01,12777.78,16,50,40263,6,OWN,AZ,663,0,0,2023,3,2023-Q3,2_35K-55K,4_45-54
L00688,B03116,2021-02-09,5800,48,22.63,E,Personal,Current,2024-11-27,241.67,46,45,27065,8,MORTGAGE,CA,652,0,0,2021,1,2021-Q1,1_Under 35K,4_45-54
L00689,B00219,2024-01-10,20300,36,20.46,E,Debt Consolidation,Default,2024-10-04,8381.35,6,36,72951,0,MORTGAGE,NY,601,1,0,2024,1,2024-Q1,3_55K-80K,3_35-44
L00690,B00126,2021-04-17,40000,48,14.62,C,Personal,Current,2024-12-26,3333.33,44,68,98109,0,MORTGAGE,IL,682,0,0,2021,2,2021-Q2,4_80K-120K,6_65+
L00691,B04415,2022-12-18,12700,36,12.81,C,Debt Consolidation,Current,2024-12-03,4233.33,24,44,45068,1,MORTGAGE,FL,708,0,0,2022,4,2022-Q4,2_35K-55K,3_35-44
L00692,B01329,2022-04-05,20300,48,13.99,C,Debt Consolidation,Current,2024-12-12,6766.67,32,27,53547,7,MORTGAGE,TN,687,0,0,2022,2,2022-Q2,2_35K-55K,2_26-34
L00693,B01224,2024-08-24,12600,36,17.68,D,Personal,Late (90+ days),2024-08-30,6809.51,2,46,35167,7,MORTGAGE,IL,645,0,1,2024,3,2024-Q3,2_35K-55K,4_45-54
L00694,B04181,2021-05-21,2700,48,21.02,E,Medical,Late (60-89 days),2024-08-18,1100.67,29,45,26416,5,RENT,NY,676,0,1,2021,2,2021-Q2,1_Under 35K,4_45-54
L00695,B02771,2024-08-27,8500,24,16.26,D,Auto,Current,2024-12-15,7083.33,4,39,19058,3,MORTGAGE,PA,643,0,0,2024,3,2024-Q3,1_Under 35K,3_35-44
L00696,B01575,2021-03-24,33500,36,16.17,D,Debt Consolidation,Fully Paid,2024-10-23,0.0,36,47,125370,5,OWN,MO,669,0,0,2021,1,2021-Q1,5_Over 120K,4_45-54
L00697,B01943,2021-03-05,5100,36,20.64,E,Auto,Charged Off,2024-09-15,1574.55,28,45,22906,4,RENT,WI,614,1,0,2021,1,2021-Q1,1_Under 35K,4_45-54
L00698,B03341,2022-05-22,24200,24,17.74,D,Business,Fully Paid,2024-11-29,0.0,24,50,47354,1,MORTGAGE,MD,645,0,0,2022,2,2022-Q2,2_35K-55K,4_45-54
L00699,B04458,2022-02-13,11100,48,16.59,D,Debt Consolidation,Current,2024-12-31,3237.5,34,26,40272,10,RENT,VA,665,0,0,2022,1,2022-Q1,2_35K-55K,2_26-34
L00700,B02415,2021-02-11,23800,60,6.57,A,Debt Consolidation,Current,2024-11-28,5553.33,46,54,88241,9,RENT,GA,754,0,0,2021,1,2021-Q1,4_80K-120K,4_45-54
L00701,B01255,2024-06-26,7000,48,27.19,F,Debt Consolidation,Late (90+ days),2024-10-28,4426.05,3,56,44016,4,RENT,OH,621,0,1,2024,2,2024-Q2,2_35K-55K,5_55-64
L00702,B00988,2021-11-09,25500,60,16.64,D,Home Improvement,Current,2024-12-09,9775.0,37,52,62043,5,RENT,VA,649,0,0,2021,4,2021-Q4,3_55K-80K,4_45-54
L00703,B01849,2022-05-04,9100,24,10.99,B,Debt Consolidation,Fully Paid,2024-09-19,0.0,24,53,25765,8,MORTGAGE,CA,702,0,0,2022,2,2022-Q2,1_Under 35K,4_45-54
L00704,B03902,2021-09-16,15500,36,25.74,F,Home Improvement,Fully Paid,2024-08-03,0.0,36,40,93036,2,RENT,CT,624,0,0,2021,3,2021-Q3,4_80K-120K,3_35-44
L00705,B03720,2023-08-28,8800,48,16.79,D,Auto,Current,2024-11-27,5866.67,16,40,23553,9,MORTGAGE,CA,633,0,0,2023,3,2023-Q3,1_Under 35K,3_35-44
L00706,B01318,2021-08-23,23500,60,20.78,E,Personal,Current,2024-12-31,7833.33,40,38,54007,6,MORTGAGE,VA,633,0,0,2021,3,2021-Q3,2_35K-55K,3_35-44
L00707,B01372,2024-03-01,21900,48,20.92,E,Vacation,Late (90+ days),2024-07-29,16617.23,6,62,54971,10,RENT,CO,643,0,1,2024,1,2024-Q1,2_35K-55K,5_55-64
L00708,B00361,2022-03-23,18400,36,21.46,E,Home Improvement,Default,2024-08-01,3823.9,14,48,37733,9,MORTGAGE,CA,649,1,0,2022,1,2022-Q1,2_35K-55K,4_45-54
L00709,B00358,2023-08-11,23600,36,17.97,D,Debt Consolidation,Late (90+ days),2024-09-16,15530.74,9,38,82606,2,MORTGAGE,TX,645,0,1,2023,3,2023-Q3,4_80K-120K,3_35-44
L00710,B03202,2022-06-09,14200,36,14.48,C,Home Improvement,Current,2024-12-31,2366.67,30,47,26573,10,MORTGAGE,TN,657,0,0,2022,2,2022-Q2,1_Under 35K,4_45-54
L00711,B03891,2023-01-26,21300,36,13.19,C,Business,Current,2024-12-04,7691.67,23,50,60946,7,MORTGAGE,PA,647,0,0,2023,1,2023-Q1,3_55K-80K,4_45-54
L00712,B02784,2021-12-10,20800,48,17.24,D,Debt Consolidation,Current,2024-12-13,5200.0,36,29,47976,3,MORTGAGE,CA,654,0,0,2021,4,2021-Q4,2_35K-55K,2_26-34
L00713,B00064,2024-05-25,26700,24,16.3,D,Debt Consolidation,Current,2024-12-17,18912.5,7,27,55304,9,RENT,CA,678,0,0,2024,2,2024-Q2,3_55K-80K,2_26-34
L00714,B02229,2024-05-28,17300,60,17.47,D,Personal,Current,2024-12-31,15281.67,7,21,27593,5,MORTGAGE,NC,717,0,0,2024,2,2024-Q2,1_Under 35K,1_21-25
L00715,B02635,2021-08-23,9300,60,17.99,D,Debt Consolidation,Default,2024-07-14,3167.97,8,62,39548,4,RENT,NY,646,1,0,2021,3,2021-Q3,2_35K-55K,5_55-64
L00716,B03850,2021-12-02,27000,60,25.67,F,Auto,Current,2024-12-08,10800.0,36,24,99335,2,MORTGAGE,FL,600,0,0,2021,4,2021-Q4,4_80K-120K,1_21-25
L00717,B03939,2022-09-30,17800,60,21.62,E,Home Improvement,Current,2024-12-19,9790.0,27,37,48374,5,RENT,MN,618,0,0,2022,3,2022-Q3,2_35K-55K,3_35-44
L00718,B01516,2021-08-10,9400,24,19.72,E,Auto,Fully Paid,2024-08-18,0.0,24,40,30524,10,MORTGAGE,NJ,613,0,0,2021,3,2021-Q3,1_Under 35K,3_35-44
L00719,B00580,2024-03-31,26500,60,17.67,D,Personal,Current,2024-11-26,22525.0,9,55,110518,9,RENT,OK,667,0,0,2024,1,2024-Q1,4_80K-120K,5_55-64
L00720,B04418,2021-02-22,7000,36,9.42,B,Debt Consolidation,Fully Paid,2024-08-12,0.0,36,21,37077,8,RENT,CA,721,0,0,2021,1,2021-Q1,2_35K-55K,1_21-25
L00721,B02332,2022-10-01,11700,60,16.18,D,Home Improvement,Current,2024-12-06,6630.0,26,41,32438,9,RENT,OR,709,0,0,2022,4,2022-Q4,1_Under 35K,3_35-44
L00722,B02414,2024-03-25,40000,36,13.05,C,Debt Consolidation,Current,2024-12-16,30000.0,9,30,92953,1,MORTGAGE,NJ,675,0,0,2024,1,2024-Q1,4_80K-120K,2_26-34
L00723,B02159,2023-02-08,17800,36,20.52,E,Auto,Default,2024-10-21,9571.3,4,57,46109,9,RENT,WA,678,1,0,2023,1,2023-Q1,2_35K-55K,5_55-64
L00724,B02126,2023-03-24,3200,24,13.01,C,Personal,Current,2024-12-07,400.0,21,48,18000,3,RENT,CA,688,0,0,2023,1,2023-Q1,1_Under 35K,4_45-54
L00725,B03770,2022-02-11,13700,24,17.47,D,Auto,Fully Paid,2024-08-27,0.0,24,35,75810,2,MORTGAGE,FL,668,0,0,2022,1,2022-Q1,3_55K-80K,3_35-44
L00726,B02284,2021-06-05,15000,60,12.42,C,Home Improvement,Current,2024-12-17,4500.0,42,30,42358,3,MORTGAGE,MN,666,0,0,2021,2,2021-Q2,2_35K-55K,2_26-34
L00727,B03767,2024-04-27,25200,60,22.04,E,Personal,Default,2024-09-25,9161.28,4,30,77657,5,MORTGAGE,MA,637,1,0,2024,2,2024-Q2,3_55K-80K,2_26-34
L00728,B03106,2024-07-08,10300,36,15.15,D,Debt Consolidation,Default,2024-11-11,2623.58,2,46,32787,10,MORTGAGE,OR,667,1,0,2024,3,2024-Q3,1_Under 35K,4_45-54
L00729,B03553,2022-05-13,12400,36,26.33,F,Debt Consolidation,Default,2024-08-15,8296.92,8,46,38830,5,RENT,IL,583,1,0,2022,2,2022-Q2,2_35K-55K,4_45-54
L00730,B03476,2021-07-28,17400,48,9.93,B,Debt Consolidation,Current,2024-12-16,2537.5,41,26,58484,4,MORTGAGE,NY,693,0,0,2021,3,2021-Q3,3_55K-80K,2_26-34
L00731,B01839,2022-09-10,19300,36,14.83,C,Auto,Current,2024-11-28,4825.0,27,41,52916,7,MORTGAGE,PA,689,0,0,2022,3,2022-Q3,2_35K-55K,3_35-44
L00732,B00222,2024-05-14,30300,48,20.47,E,Personal,Default,2024-09-23,19415.55,3,21,65179,0,MORTGAGE,NY,633,1,0,2024,2,2024-Q2,3_55K-80K,1_21-25
L00733,B00896,2021-09-05,19200,36,13.76,C,Home Improvement,Fully Paid,2024-09-20,0.0,36,49,76247,4,MORTGAGE,TN,714,0,0,2021,3,2021-Q3,3_55K-80K,4_45-54
L00734,B03412,2024-03-05,26500,48,16.0,D,Medical,Current,2024-11-27,21531.25,9,37,66878,9,OWN,FL,685,0,0,2024,1,2024-Q1,3_55K-80K,3_35-44
L00735,B03009,2021-03-26,11300,60,16.9,D,Home Improvement,Default,2024-09-24,6519.1,15,54,31565,5,RENT,CA,616,1,0,2021,1,2021-Q1,1_Under 35K,4_45-54
L00736,B00985,2022-12-13,2900,36,21.31,E,Personal,Late (30-59 days),2024-08-18,2076.48,18,41,18000,3,RENT,TX,622,0,1,2022,4,2022-Q4,1_Under 35K,3_35-44
L00737,B01633,2023-12-28,28100,36,13.48,C,Vacation,Current,2024-12-19,18733.33,12,34,136999,2,MORTGAGE,MO,689,0,0,2023,4,2023-Q4,5_Over 120K,2_26-34
L00738,B03671,2023-05-28,12700,60,11.51,B,Home Improvement,Current,2024-12-27,8678.33,19,54,36356,0,RENT,CO,706,0,0,2023,2,2023-Q2,2_35K-55K,4_45-54
L00739,B02891,2024-09-16,40000,60,16.85,D,Auto,Current,2024-12-20,38000.0,3,43,99263,1,OWN,MA,702,0,0,2024,3,2024-Q3,4_80K-120K,3_35-44
L00740,B02044,2023-01-29,12100,60,26.41,F,Home Improvement,Default,2024-10-28,6504.21,4,43,44461,5,MORTGAGE,CA,608,1,0,2023,1,2023-Q1,2_35K-55K,3_35-44
L00741,B01409,2021-05-22,28500,48,17.72,D,Debt Consolidation,Current,2024-12-13,2968.75,43,38,122914,9,OWN,PA,664,0,0,2021,2,2021-Q2,5_Over 120K,3_35-44
L00742,B03873,2023-11-03,22100,36,17.63,D,Medical,Default,2024-11-03,5765.73,2,28,56234,3,RENT,IL,671,1,0,2023,4,2023-Q4,3_55K-80K,2_26-34
L00743,B01336,2024-08-19,13100,36,17.87,D,Business,Late (60-89 days),2024-08-07,7171.62,2,37,38909,3,MORTGAGE,GA,659,0,1,2024,3,2024-Q3,2_35K-55K,3_35-44
L00744,B03638,2022-11-30,14800,24,17.05,D,Home Improvement,Fully Paid,2024-08-08,0.0,24,46,68340,10,MORTGAGE,MD,637,0,0,2022,4,2022-Q4,3_55K-80K,4_45-54
L00745,B03459,2021-01-26,8600,48,16.75,D,Home Improvement,Late (60-89 days),2024-09-23,6156.6,35,42,51545,5,MORTGAGE,NJ,647,0,1,2021,1,2021-Q1,2_35K-55K,3_35-44
L00746,B04398,2023-05-11,8900,36,10.86,B,Home Improvement,Current,2024-11-30,4202.78,19,30,57957,9,MORTGAGE,SC,719,0,0,2023,2,2023-Q2,3_55K-80K,2_26-34
L00747,B03601,2023-10-01,7900,48,21.24,E,Vacation,Default,2024-10-14,2540.7,6,32,18000,2,MORTGAGE,SC,617,1,0,2023,4,2023-Q4,1_Under 35K,2_26-34
L00748,B01376,2021-08-05,6900,60,15.48,D,Medical,Current,2024-12-11,2300.0,40,39,28594,6,MORTGAGE,KY,702,0,0,2021,3,2021-Q3,1_Under 35K,3_35-44
L00749,B01534,2023-06-07,17900,60,20.06,E,Debt Consolidation,Late (60-89 days),2024-11-27,11557.32,13,40,30034,9,RENT,SC,610,0,1,2023,2,2023-Q2,1_Under 35K,3_35-44
L00750,B01953,2023-01-12,7800,24,26.6,F,Auto,Current,2024-12-22,325.0,23,31,26792,5,RENT,IL,606,0,0,2023,1,2023-Q1,1_Under 35K,2_26-34
L00751,B03258,2024-07-25,40000,36,9.9,B,Personal,Current,2024-12-28,34444.44,5,33,175378,7,OWN,UT,753,0,0,2024,3,2024-Q3,5_Over 120K,2_26-34
L00752,B02992,2023-07-31,7300,60,25.62,F,Debt Consolidation,Default,2024-07-18,4424.1,6,49,32022,7,RENT,VA,627,1,0,2023,3,2023-Q3,1_Under 35K,4_45-54
L00753,B03497,2021-11-10,21700,36,20.13,E,Home Improvement,Fully Paid,2024-11-26,0.0,36,51,58679,1,RENT,CA,636,0,0,2021,4,2021-Q4,3_55K-80K,4_45-54
L00754,B04158,2023-06-11,40000,60,9.53,B,Debt Consolidation,Current,2024-12-20,28000.0,18,36,121337,1,OWN,UT,685,0,0,2023,2,2023-Q2,5_Over 120K,3_35-44
L00755,B03473,2021-12-27,10700,60,21.47,E,Medical,Current,2024-12-25,4280.0,36,42,34196,1,MORTGAGE,CA,636,0,0,2021,4,2021-Q4,1_Under 35K,3_35-44
L00756,B02918,2023-12-05,7000,36,14.63,C,Debt Consolidation,Current,2024-12-13,4666.67,12,50,29691,5,MORTGAGE,AL,680,0,0,2023,4,2023-Q4,1_Under 35K,4_45-54
L00757,B01166,2024-08-25,6900,36,21.49,E,Medical,Current,2024-12-14,6133.33,4,71,22249,3,OWN,CA,582,0,0,2024,3,2024-Q3,1_Under 35K,6_65+
L00758,B02359,2022-07-08,11400,36,21.23,E,Business,Late (60-89 days),2024-10-30,8607.82,18,21,34891,2,RENT,CA,619,0,1,2022,3,2022-Q3,1_Under 35K,1_21-25
L00759,B03239,2024-06-15,13500,48,12.99,C,Debt Consolidation,Current,2024-12-03,11812.5,6,44,55022,6,MORTGAGE,GA,713,0,0,2024,2,2024-Q2,3_55K-80K,3_35-44
L00760,B02151,2024-01-08,29500,36,17.51,D,Personal,Default,2024-11-29,8203.49,4,39,56471,6,RENT,VA,643,1,0,2024,1,2024-Q1,3_55K-80K,3_35-44
L00761,B02076,2023-09-18,32500,48,13.19,C,Personal,Current,2024-12-17,22343.75,15,38,92577,6,MORTGAGE,MI,687,0,0,2023,3,2023-Q3,4_80K-120K,3_35-44
L00762,B03668,2023-08-11,35300,60,7.1,A,Business,Current,2024-12-26,25886.67,16,49,72945,3,OWN,NY,781,0,0,2023,3,2023-Q3,3_55K-80K,4_45-54
L00763,B02182,2023-06-12,26200,36,16.14,D,Auto,Current,2024-12-22,13100.0,18,37,56807,5,RENT,CO,650,0,0,2023,2,2023-Q2,3_55K-80K,3_35-44
L00764,B00059,2024-04-28,19200,60,16.38,D,Personal,Current,2024-12-31,16640.0,8,45,36471,10,RENT,TX,709,0,0,2024,2,2024-Q2,2_35K-55K,4_45-54
L00765,B01959,2022-07-04,7200,48,10.89,B,Business,Current,2024-11-30,2850.0,29,54,33388,0,MORTGAGE,FL,682,0,0,2022,3,2022-Q3,1_Under 35K,4_45-54
L00766,B00185,2022-10-23,11500,60,21.66,E,Debt Consolidation,Current,2024-12-18,6516.67,26,39,27711,1,MORTGAGE,GA,591,0,0,2022,4,2022-Q4,1_Under 35K,3_35-44
L00767,B02620,2022-05-18,21200,36,13.4,C,Home Improvement,Late (90+ days),2024-09-05,13507.32,21,59,71537,2,RENT,CA,671,0,1,2022,2,2022-Q2,3_55K-80K,5_55-64
L00768,B01681,2021-06-27,27900,36,15.57,D,Medical,Fully Paid,2024-08-16,0.0,36,46,83306,9,OWN,CA,678,0,0,2021,2,2021-Q2,4_80K-120K,4_45-54
L00769,B00578,2022-07-26,20500,36,21.45,E,Debt Consolidation,Default,2024-09-13,7103.39,15,51,86719,7,OWN,WA,672,1,0,2022,3,2022-Q3,4_80K-120K,4_45-54
L00770,B03955,2023-07-13,15800,36,13.04,C,Business,Current,2024-11-30,8338.89,17,35,26750,0,MORTGAGE,TN,700,0,0,2023,3,2023-Q3,1_Under 35K,3_35-44
L00771,B04278,2022-05-15,25000,36,17.25,D,Auto,Current,2024-12-08,3472.22,31,30,91877,9,MORTGAGE,IN,641,0,0,2022,2,2022-Q2,4_80K-120K,2_26-34
L00772,B00071,2023-08-10,14700,60,21.51,E,Home Improvement,Late (90+ days),2024-08-05,10957.42,11,46,35311,1,RENT,MA,661,0,1,2023,3,2023-Q3,2_35K-55K,4_45-54
L00773,B00556,2024-03-13,5600,36,16.07,D,Debt Consolidation,Current,2024-12-29,4200.0,9,37,26453,1,RENT,IL,651,0,0,2024,1,2024-Q1,1_Under 35K,3_35-44
L00774,B00852,2024-06-03,19400,60,10.25,B,Debt Consolidation,Current,2024-12-10,17460.0,6,35,60264,1,RENT,CA,731,0,0,2024,2,2024-Q2,3_55K-80K,3_35-44
L00775,B01219,2024-09-30,30700,48,16.34,D,Debt Consolidation,Current,2024-12-26,28781.25,3,31,66553,10,MORTGAGE,MI,665,0,0,2024,3,2024-Q3,3_55K-80K,2_26-34
L00776,B03641,2023-02-16,13300,36,27.38,F,Home Improvement,Late (60-89 days),2024-10-25,8170.2,18,36,34664,4,RENT,SC,591,0,1,2023,1,2023-Q1,1_Under 35K,3_35-44
L00777,B01913,2022-11-20,4500,36,17.32,D,Medical,Current,2024-12-28,1375.0,25,49,18177,10,RENT,GA,646,0,0,2022,4,2022-Q4,1_Under 35K,4_45-54
L00778,B02731,2021-02-28,7600,60,22.35,E,Personal,Default,2024-09-24,2779.88,21,56,27680,7,RENT,IL,662,1,0,2021,1,2021-Q1,1_Under 35K,5_55-64
L00779,B02366,2023-10-10,31700,48,12.75,C,Home Improvement,Current,2024-12-06,22454.17,14,60,86410,5,RENT,FL,689,0,0,2023,4,2023-Q4,4_80K-120K,5_55-64
L00780,B00267,2022-10-28,8900,24,22.22,E,Debt Consolidation,Fully Paid,2024-11-13,0.0,24,61,25573,7,MORTGAGE,CA,635,0,0,2022,4,2022-Q4,1_Under 35K,5_55-64
L00781,B03917,2022-01-08,10000,60,16.56,D,Debt Consolidation,Current,2024-11-27,4166.67,35,40,47305,2,RENT,TX,662,0,0,2022,1,2022-Q1,2_35K-55K,3_35-44
L00782,B01401,2023-09-26,14600,36,20.38,E,Vacation,Default,2024-08-03,3634.23,2,29,47163,9,MORTGAGE,WA,615,1,0,2023,3,2023-Q3,2_35K-55K,2_26-34
L00783,B03694,2022-03-11,17200,48,10.34,B,Debt Consolidation,Current,2024-12-20,5375.0,33,54,51540,4,MORTGAGE,FL,683,0,0,2022,1,2022-Q1,2_35K-55K,4_45-54
L00784,B02327,2022-12-28,8800,36,16.58,D,Debt Consolidation,Current,2024-12-19,2933.33,24,28,21535,2,RENT,PA,629,0,0,2022,4,2022-Q4,1_Under 35K,2_26-34
L00785,B02802,2022-06-14,16800,36,16.62,D,Auto,Current,2024-12-15,2800.0,30,74,36930,8,RENT,WA,666,0,0,2022,2,2022-Q2,2_35K-55K,6_65+
L00786,B02035,2022-11-29,14100,36,21.27,E,Home Improvement,Current,2024-12-07,4308.33,25,54,33620,1,RENT,TX,640,0,0,2022,4,2022-Q4,1_Under 35K,4_45-54
L00787,B02831,2022-07-27,38500,60,8.18,A,Debt Consolidation,Current,2024-12-31,19891.67,29,21,247378,5,MORTGAGE,PA,841,0,0,2022,3,2022-Q3,5_Over 120K,1_21-25
L00788,B00985,2024-05-05,6900,60,26.69,F,Vacation,Late (60-89 days),2024-10-31,4464.29,5,41,18000,3,RENT,TX,622,0,1,2024,2,2024-Q2,1_Under 35K,3_35-44
L00789,B04100,2022-07-20,23700,36,26.84,F,Personal,Late (60-89 days),2024-09-29,14507.26,17,42,59277,9,RENT,NJ,630,0,1,2022,3,2022-Q3,3_55K-80K,3_35-44
L00790,B01076,2024-02-13,8100,36,26.75,F,Debt Consolidation,Default,2024-08-25,3138.73,3,36,18000,7,MORTGAGE,CA,607,1,0,2024,1,2024-Q1,1_Under 35K,3_35-44
L00791,B01024,2021-01-21,18400,36,16.27,D,Medical,Charged Off,2024-08-10,6991.91,27,67,34961,4,RENT,MN,669,1,0,2021,1,2021-Q1,1_Under 35K,6_65+
L00792,B03898,2023-11-25,13300,36,11.86,C,Debt Consolidation,Current,2024-12-16,8497.22,13,50,53785,7,MORTGAGE,TN,685,0,0,2023,4,2023-Q4,2_35K-55K,4_45-54
L00793,B00280,2022-01-27,5400,36,21.26,E,Home Improvement,Default,2024-11-23,3074.83,7,37,18000,2,RENT,OH,615,1,0,2022,1,2022-Q1,1_Under 35K,3_35-44
L00794,B01112,2021-06-25,40000,36,26.72,F,Medical,Fully Paid,2024-10-12,0.0,36,44,129518,10,MORTGAGE,CA,621,0,0,2021,2,2021-Q2,5_Over 120K,3_35-44
L00795,B01184,2022-05-10,12300,24,21.56,E,Vacation,Fully Paid,2024-08-06,0.0,24,23,50327,1,MORTGAGE,LA,597,0,0,2022,2,2022-Q2,2_35K-55K,1_21-25
L00796,B02076,2023-04-13,19800,36,10.45,B,Home Improvement,Current,2024-12-25,8800.0,20,38,92577,6,MORTGAGE,MI,687,0,0,2023,2,2023-Q2,4_80K-120K,3_35-44
L00797,B03600,2023-09-28,15100,48,21.8,E,Debt Consolidation,Late (90+ days),2024-07-21,7754.08,11,39,53721,7,RENT,TX,662,0,1,2023,3,2023-Q3,2_35K-55K,3_35-44
L00798,B03943,2024-02-12,15300,60,10.36,B,Personal,Current,2024-12-18,12750.0,10,34,43040,5,MORTGAGE,FL,698,0,0,2024,1,2024-Q1,2_35K-55K,2_26-34
L00799,B00272,2022-05-08,8500,48,16.91,D,Business,Late (30-59 days),2024-08-02,4534.03,26,24,28677,9,MORTGAGE,FL,633,0,1,2022,2,2022-Q2,1_Under 35K,1_21-25
L00800,B01124,2023-09-03,24700,48,12.85,C,Personal,Current,2024-12-07,16981.25,15,28,63713,6,RENT,CA,673,0,0,2023,3,2023-Q3,3_55K-80K,2_26-34
L00801,B03980,2024-08-15,7400,36,17.9,D,Personal,Current,2024-12-12,6577.78,4,29,23359,7,MORTGAGE,TX,670,0,0,2024,3,2024-Q3,1_Under 35K,2_26-34
L00802,B01228,2023-10-03,13500,36,20.15,E,Debt Consolidation,Current,2024-12-11,8250.0,14,40,43181,2,MORTGAGE,IL,644,0,0,2023,4,2023-Q4,2_35K-55K,3_35-44
