loan_id,customer_id,origination_date,loan_amount,term_months,interest_rate,loan_grade,purpose
L01552,B00325,2024-04-29,16600,48,9.12,B,Debt Consolidation
L01553,B03363,2023-09-24,5400,36,26.56,F,Debt Consolidation
L01554,B03491,2023-12-16,29300,24,14.02,C,Debt Consolidation
L01555,B02508,2024-09-28,14300,48,14.02,C,Medical
L01556,B03179,2022-09-24,11500,48,11.81,B,Home Improvement
L01557,B03325,2021-04-04,18200,36,7.09,A,Auto
L01558,B01563,2022-03-28,24400,48,16.63,D,Personal
L01559,B01545,2023-03-21,21200,36,26.39,F,Business
L01560,B03230,2024-05-12,20200,48,18.27,D,Debt Consolidation
L01561,B00526,2021-04-23,10000,60,9.16,B,Debt Consolidation
L01562,B01750,2021-01-16,25400,36,22.46,E,Personal
L01563,B00841,2022-02-23,9200,36,21.4,E,Personal
L01564,B02266,2022-09-10,24800,36,10.48,B,Personal
L01565,B00713,2022-03-09,11000,36,11.73,C,Personal
L01566,B00067,2021-10-09,33000,24,13.65,C,Personal
L01567,B00761,2022-06-08,40000,48,9.56,B,Business
L01568,B00465,2022-08-16,6600,24,17.57,D,Business
L01569,B04192,2022-11-03,22200,36,14.54,C,Debt Consolidation
L01570,B03190,2021-09-03,11600,48,22.28,E,Home Improvement
L01571,B01468,2021-01-16,40000,48,15.8,D,Home Improvement
L01572,B02761,2023-10-16,38500,24,10.15,B,Home Improvement
L01573,B04457,2023-06-01,14100,48,20.27,E,Debt Consolidation
L01574,B01394,2021-12-26,11200,60,17.35,D,Home Improvement
L01575,B03694,2021-09-22,10200,24,13.62,C,Vacation
L01576,B04308,2023-02-18,20700,36,17.78,D,Debt Consolidation
L01577,B01700,2023-12-27,17200,48,13.65,C,Auto
L01578,B01121,2022-04-17,19500,48,10.19,B,Debt Consolidation
L01579,B01572,2023-10-22,8500,36,15.94,D,Personal
L01580,B00729,2024-02-19,28100,36,9.8,B,Home Improvement
L01581,B03505,2024-09-30,23900,48,17.77,D,Debt Consolidation
L01582,B00616,2022-12-27,25700,60,20.43,E,Medical
L01583,B00371,2021-05-28,32700,48,7.45,A,Vacation
L01584,B03465,2023-03-25,15200,60,13.35,C,Home Improvement
L01585,B00948,2021-03-28,34000,48,13.43,C,Personal
L01586,B01120,2023-06-13,17800,60,16.89,D,Personal
L01587,B01456,2021-02-08,32500,48,16.18,D,Debt Consolidation
L01588,B02549,2023-07-31,10100,60,27.19,F,Debt Consolidation
L01589,B02423,2021-06-09,16900,36,21.85,E,Auto
L01590,B03612,2022-10-04,10800,60,16.73,D,Home Improvement
L01591,B02547,2024-03-25,18500,36,13.66,C,Debt Consolidation
L01592,B01341,2023-05-30,24800,24,26.36,F,Vacation
L01593,B03846,2024-03-20,20900,36,16.79,D,Debt Consolidation
L01594,B01519,2023-04-09,10500,36,22.44,E,Debt Consolidation
L01595,B01960,2024-08-04,22600,24,26.65,F,Medical
L01596,B00711,2023-05-06,19600,60,7.21,A,Home Improvement
L01597,B00574,2022-08-16,9200,48,25.87,F,Personal
L01598,B02844,2021-08-24,8300,60,21.38,E,Debt Consolidation
L01599,B00508,2023-04-10,20100,60,27.18,F,Business
L01600,B02223,2021-02-12,22200,36,16.66,D,Debt Consolidation
L01601,B01295,2022-10-28,14800,36,17.45,D,Debt Consolidation
L01602,B01698,2021-12-18,12000,36,16.79,D,Debt Consolidation
L01603,B00788,2024-06-19,37800,36,13.57,C,Home Improvement
L01604,B03790,2023-08-01,9000,48,22.48,E,Auto
L01605,B02234,2023-01-12,13400,36,20.81,E,Debt Consolidation
L01606,B00587,2021-06-30,22900,36,26.87,F,Debt Consolidation
L01607,B03166,2023-06-14,23100,36,17.4,D,Home Improvement
L01608,B03651,2021-08-05,22500,36,15.76,D,Vacation
L01609,B03250,2022-05-14,37500,24,15.96,D,Debt Consolidation
L01610,B02702,2023-06-12,15400,60,14.72,D,Home Improvement
L01611,B04037,2024-04-21,26200,24,10.09,B,Personal
L01612,B00556,2023-04-01,13600,36,14.17,C,Auto
L01613,B01710,2023-12-10,18100,36,15.73,D,Auto
L01614,B03976,2021-06-11,17600,48,26.41,F,Debt Consolidation
L01615,B04391,2023-03-22,15800,36,22.18,E,Home Improvement
L01616,B03308,2022-09-28,27400,36,8.06,A,Debt Consolidation
L01617,B01511,2022-11-27,28800,36,15.95,D,Personal
L01618,B02587,2022-03-30,15600,60,17.25,D,Debt Consolidation
L01619,B03547,2022-11-14,17600,60,21.67,E,Debt Consolidation
L01620,B04077,2021-12-11,19200,36,17.0,D,Debt Consolidation
L01621,B03507,2021-06-06,12500,48,20.69,E,Business
L01622,B04344,2023-11-12,8100,24,21.95,E,Personal
L01623,B03634,2024-07-20,40000,36,17.23,D,Debt Consolidation
L01624,B02407,2021-08-22,7400,36,27.27,F,Debt Consolidation
L01625,B01462,2023-12-23,21700,36,14.11,C,Debt Consolidation
L01626,B02172,2023-11-11,10900,48,13.52,C,Debt Consolidation
L01627,B00403,2022-02-02,9700,60,25.97,F,Personal
L01628,B00284,2022-12-17,11100,24,10.01,B,Auto
L01629,B00241,2022-12-21,25000,36,22.25,E,Auto
L01630,B04263,2024-08-14,6900,36,16.29,D,Medical
L01631,B02196,2021-10-30,9400,48,26.02,F,Home Improvement
L01632,B00701,2022-04-29,21600,60,25.96,F,Medical
L01633,B02671,2021-07-30,8900,60,16.74,D,Personal
L01634,B01920,2021-10-27,17200,48,21.26,E,Personal
L01635,B04361,2022-06-09,13800,36,10.67,B,Business
L01636,B02549,2022-02-09,7400,48,21.33,E,Business
L01637,B02327,2021-12-22,10000,36,16.88,D,Medical
L01638,B02797,2024-05-18,4200,60,11.31,B,Debt Consolidation
L01639,B02207,2021-11-10,22200,24,16.93,D,Debt Consolidation
L01640,B01611,2024-09-04,18600,48,21.07,E,Medical
L01641,B00488,2021-06-04,7000,24,14.4,C,Home Improvement
L01642,B00465,2021-12-29,12000,36,12.91,C,Auto
L01643,B04324,2024-07-10,10400,48,16.97,D,Personal
L01644,B00666,2023-10-09,23800,48,9.27,B,Auto
L01645,B01490,2023-08-09,16400,48,17.12,D,Debt Consolidation
L01646,B00799,2024-02-29,18100,48,11.13,B,Home Improvement
L01647,B02801,2024-04-01,13900,36,26.06,F,Medical
L01648,B03299,2023-07-09,23100,60,16.94,D,Home Improvement
L01649,B03241,2024-03-02,14900,60,8.8,A,Personal
L01650,B03356,2024-08-09,14000,36,17.08,D,Auto
L01651,B03930,2024-07-25,15700,60,22.1,E,Debt Consolidation
L01652,B04358,2024-07-03,27000,60,23.78,E,Debt Consolidation
L01653,B03874,2022-10-24,6300,48,23.32,E,Personal
L01654,B00860,2024-07-08,11000,36,13.52,C,Debt Consolidation
L01655,B00364,2022-10-10,11200,48,21.27,E,Debt Consolidation
L01656,B03933,2021-11-06,12200,36,19.7,E,Business
L01657,B02146,2023-06-20,40000,48,13.35,C,Personal
L01658,B02832,2021-05-20,30900,36,26.72,F,Business
L01659,B03573,2023-08-19,12100,60,17.96,D,Debt Consolidation
L01660,B00916,2023-06-25,17900,48,13.82,C,Personal
L01661,B01775,2024-07-17,13300,36,13.66,C,Debt Consolidation
L01662,B03366,2022-09-13,12500,48,20.83,E,Debt Consolidation
L01663,B00151,2022-07-17,8100,36,26.57,F,Vacation
L01664,B03221,2024-04-26,13700,36,21.16,E,Debt Consolidation
L01665,B03022,2021-04-26,3600,36,12.62,C,Debt Consolidation
L01666,B04238,2022-12-22,10300,24,25.85,F,Medical
L01667,B03818,2023-11-06,22200,60,22.19,E,Auto
L01668,B01071,2021-06-01,15700,36,14.57,C,Vacation
L01669,B03444,2022-09-28,24200,48,13.7,C,Debt Consolidation
L01670,B04190,2023-08-04,22500,36,16.68,D,Debt Consolidation
L01671,B00761,2023-07-15,40000,48,13.63,C,Home Improvement
L01672,B04452,2021-03-19,13000,48,16.5,D,Personal
L01673,B02740,2021-04-27,13400,36,25.02,F,Debt Consolidation
L01674,B02018,2023-01-26,16400,60,12.34,C,Debt Consolidation
L01675,B00917,2022-08-11,14800,36,20.65,E,Personal
L01676,B03944,2021-06-07,6900,48,12.76,C,Personal
L01677,B03461,2024-08-13,13000,24,14.3,C,Debt Consolidation
L01678,B01493,2021-07-04,9400,36,21.64,E,Business
L01679,B03622,2024-06-13,5800,60,11.91,C,Debt Consolidation
L01680,B00727,2024-05-01,19400,48,22.73,E,Medical
L01681,B01610,2023-11-05,17300,36,27.91,F,Business
L01682,B00940,2023-02-27,12800,60,21.22,E,Home Improvement
L01683,B00088,2023-08-06,32800,36,13.38,C,Home Improvement
L01684,B00563,2024-04-03,11200,48,13.22,C,Debt Consolidation
L01685,B01269,2024-02-10,18700,36,11.36,B,Auto
L01686,B01491,2021-03-26,19300,48,14.15,C,Debt Consolidation
L01687,B03080,2023-07-11,6300,36,16.7,D,Personal
L01688,B01573,2024-03-16,20000,36,12.66,C,Personal
L01689,B03172,2024-08-27,2800,60,22.78,E,Debt Consolidation
L01690,B02801,2022-01-21,10000,36,22.53,E,Vacation
L01691,B03414,2022-10-21,40000,36,6.93,A,Medical
L01692,B01258,2024-05-24,7600,24,17.34,D,Debt Consolidation
L01693,B02420,2023-09-02,14900,36,16.65,D,Home Improvement
L01694,B01144,2023-10-24,38000,36,11.5,B,Home Improvement
L01695,B04275,2021-11-05,33100,24,17.94,D,Medical
L01696,B03166,2021-05-07,18800,36,16.85,D,Debt Consolidation
L01697,B02615,2023-07-12,39600,48,14.35,C,Vacation
L01698,B00748,2021-07-31,7600,48,22.48,E,Debt Consolidation
L01699,B03490,2022-12-05,19100,60,21.76,E,Debt Consolidation
L01700,B02634,2021-06-22,22700,48,27.59,F,Personal
L01701,B03489,2023-10-31,17200,36,26.34,F,Debt Consolidation
L01702,B01848,2024-08-16,25400,24,16.19,D,Medical
L01703,B04026,2021-12-20,11200,48,20.74,E,Debt Consolidation
L01704,B01146,2021-03-22,3900,48,14.41,C,Vacation
L01705,B02105,2022-05-23,25300,36,13.14,C,Medical
L01706,B03857,2023-06-16,24100,36,13.07,C,Medical
L01707,B02769,2023-06-19,22000,48,15.88,D,Home Improvement
L01708,B04060,2023-12-10,26800,48,14.09,C,Home Improvement
L01709,B01809,2023-12-07,11200,48,16.89,D,Home Improvement
L01710,B00410,2024-06-02,2400,36,14.46,C,Vacation
L01711,B00646,2021-11-22,27200,48,22.55,E,Debt Consolidation
L01712,B03921,2023-01-16,14200,48,15.02,C,Home Improvement
L01713,B01552,2023-02-03,33200,60,26.3,F,Business
L01714,B01114,2022-08-03,19100,48,16.62,D,Home Improvement
L01715,B03588,2023-03-05,7300,48,22.22,E,Home Improvement
L01716,B00062,2023-04-18,28600,48,7.15,A,Personal
L01717,B01236,2022-11-24,9700,36,27.02,F,Medical
L01718,B04344,2024-05-09,18100,36,21.19,E,Debt Consolidation
L01719,B01728,2021-04-18,26600,60,13.98,C,Business
L01720,B02967,2024-07-16,13300,36,13.76,C,Debt Consolidation
L01721,B03361,2024-08-18,26100,48,6.21,A,Auto
L01722,B01413,2022-11-17,36100,60,7.05,A,Debt Consolidation
L01723,B03585,2021-05-15,10200,60,16.81,D,Debt Consolidation
L01724,B01734,2022-11-07,3400,48,20.72,E,Auto
L01725,B03631,2021-07-13,24100,24,17.74,D,Home Improvement
L01726,B03870,2024-02-17,18100,36,21.09,E,Home Improvement
L01727,B02492,2023-03-03,28000,60,17.16,D,Home Improvement
L01728,B02040,2022-08-05,14400,36,17.04,D,Personal
L01729,B01308,2022-06-01,13800,60,17.36,D,Debt Consolidation
L01730,B04013,2024-09-06,18900,24,7.28,A,Debt Consolidation
L01731,B01725,2024-05-19,16500,48,21.83,E,Home Improvement
L01732,B02456,2021-11-04,5400,36,14.54,C,Debt Consolidation
L01733,B00942,2022-11-14,9500,36,20.96,E,Personal
L01734,B02037,2021-06-16,4700,60,21.96,E,Auto
L01735,B01814,2024-04-08,9000,48,21.47,E,Personal
L01736,B03062,2024-09-21,8500,36,21.66,E,Home Improvement
L01737,B02395,2021-10-17,6800,36,11.11,B,Personal
L01738,B04368,2022-12-18,12800,48,21.75,E,Debt Consolidation
L01739,B01285,2022-09-28,14800,36,22.53,E,Business
L01740,B00396,2024-09-05,8800,60,17.89,D,Personal
L01741,B03764,2024-09-18,23800,36,13.72,C,Debt Consolidation
L01742,B04250,2023-03-14,12600,36,21.98,E,Debt Consolidation
L01743,B01091,2021-09-22,14600,36,17.27,D,Personal
L01744,B02889,2024-05-03,32600,36,20.23,E,Personal
L01745,B01723,2021-06-23,16100,36,10.84,B,Debt Consolidation
L01746,B04444,2022-09-27,20800,60,16.23,D,Home Improvement
L01747,B04007,2024-02-19,40000,24,10.48,B,Personal
L01748,B01087,2023-02-11,10900,36,15.94,D,Debt Consolidation
L01749,B01305,2024-08-10,40000,36,15.04,C,Home Improvement
L01750,B03113,2022-11-04,10700,48,21.74,E,Debt Consolidation
L01751,B01015,2021-09-19,34800,48,12.55,C,Debt Consolidation
L01752,B04373,2023-12-15,6700,48,17.5,D,Home Improvement
L01753,B00221,2021-07-11,26500,24,11.87,B,Auto
L01754,B03806,2024-08-16,22300,48,11.26,B,Debt Consolidation
L01755,B01127,2023-05-18,16500,48,13.19,C,Auto
L01756,B03257,2023-11-08,6100,36,21.41,E,Personal
L01757,B01931,2023-01-12,10500,36,10.53,B,Home Improvement
L01758,B02123,2021-02-07,19300,48,14.39,C,Vacation
L01759,B00473,2023-01-13,11000,36,17.97,D,Medical
L01760,B00416,2022-09-25,18700,36,21.82,E,Personal
L01761,B01869,2022-01-05,14400,36,26.53,F,Personal
L01762,B04113,2022-03-15,25300,36,21.13,E,Debt Consolidation
L01763,B01534,2022-12-01,14700,36,23.0,E,Business
L01764,B01463,2023-09-23,16400,48,17.45,D,Medical
L01765,B01866,2022-01-29,29600,60,12.93,C,Auto
L01766,B04010,2022-04-09,14000,48,13.06,C,Debt Consolidation
L01767,B03131,2021-10-09,40000,36,17.73,D,Personal
L01768,B01737,2021-11-14,7900,48,21.1,E,Debt Consolidation
L01769,B03187,2021-06-08,9500,48,16.42,D,Debt Consolidation
L01770,B00472,2022-08-29,17500,36,14.4,C,Auto
L01771,B03178,2021-07-27,5700,48,26.52,F,Business
L01772,B02927,2023-11-06,20500,48,17.17,D,Debt Consolidation
L01773,B02866,2024-01-11,20100,36,14.57,C,Debt Consolidation
L01774,B03198,2023-12-15,7900,36,22.29,E,Debt Consolidation
L01775,B02462,2021-03-19,8600,36,17.3,D,Business
L01776,B03582,2024-09-17,40000,60,17.74,D,Personal
L01777,B00501,2022-11-21,6700,24,9.6,B,Personal
L01778,B00121,2024-06-19,23300,36,14.03,C,Home Improvement
L01779,B01776,2021-09-26,17300,36,21.26,E,Personal
L01780,B00607,2024-05-08,8800,60,22.04,E,Debt Consolidation
L01781,B04446,2023-02-11,15600,36,16.4,D,Debt Consolidation
L01782,B00820,2021-11-12,15600,48,22.06,E,Auto
L01783,B03265,2021-11-29,40000,48,16.19,D,Home Improvement
L01784,B00784,2022-01-06,20900,48,21.48,E,Debt Consolidation
L01785,B01847,2024-07-03,12200,60,17.95,D,Personal
L01786,B00392,2021-12-06,12100,24,16.98,D,Debt Consolidation
L01787,B03746,2023-06-16,3900,60,17.49,D,Home Improvement
L01788,B01133,2021-03-31,17500,60,11.98,C,Debt Consolidation
L01789,B02977,2023-04-22,6000,60,25.55,F,Auto
L01790,B02518,2023-01-17,11100,48,21.93,E,Debt Consolidation
L01791,B04446,2022-05-02,13100,60,20.42,E,Home Improvement
L01792,B02197,2023-06-29,26800,36,20.96,E,Auto
L01793,B03461,2024-06-04,18800,36,10.44,B,Personal
L01794,B04440,2022-08-07,18100,36,17.4,D,Home Improvement
L01795,B00677,2023-07-09,6400,36,22.22,E,Debt Consolidation
L01796,B00595,2022-04-25,19200,48,16.78,D,Business
L01797,B03885,2023-12-30,18600,36,17.55,D,Debt Consolidation
L01798,B03152,2022-05-05,16900,24,14.91,C,Auto
L01799,B03325,2022-09-26,27300,48,11.55,B,Business
L01800,B02935,2023-08-19,10100,60,22.59,E,Debt Consolidation
L01801,B04334,2022-02-02,14300,48,16.93,D,Debt Consolidation
L01802,B02986,2023-01-24,16300,60,22.25,E,Debt Consolidation
L01803,B02364,2024-03-14,23800,48,26.87,F,Debt Consolidation
L01804,B00840,2023-06-22,29000,60,11.32,B,Home Improvement
L01805,B02511,2023-08-04,24000,36,18.07,D,Home Improvement
L01806,B03770,2022-08-01,36300,60,17.25,D,Personal
L01807,B02888,2023-02-22,10000,36,17.41,D,Medical
L01808,B03044,2023-10-27,35800,60,20.24,E,Home Improvement
L01809,B01632,2023-12-17,5700,48,22.82,E,Auto
L01810,B01406,2023-05-08,12200,48,21.32,E,Debt Consolidation
L01811,B04246,2021-11-28,12800,48,14.6,C,Debt Consolidation
L01812,B02490,2022-02-13,14800,60,26.46,F,Debt Consolidation
L01813,B04491,2024-05-23,40000,60,17.11,D,Personal
L01814,B03437,2021-10-11,5700,36,17.22,D,Medical
L01815,B00006,2022-05-28,16200,36,21.9,E,Medical
L01816,B02582,2021-04-17,34300,24,21.53,E,Debt Consolidation
L01817,B00220,2024-08-06,12500,36,17.88,D,Debt Consolidation
L01818,B02919,2023-09-12,12500,36,13.93,C,Debt Consolidation
L01819,B00012,2023-01-31,39300,48,16.96,D,Debt Consolidation
L01820,B02843,2024-02-10,35500,36,12.7,C,Debt Consolidation
L01821,B00458,2021-07-30,32100,48,26.26,F,Debt Consolidation
L01822,B02273,2023-11-23,7400,36,21.99,E,Debt Consolidation
L01823,B00167,2021-09-13,19600,48,27.45,F,Debt Consolidation
L01824,B01974,2022-08-07,6100,36,26.26,F,Debt Consolidation
L01825,B01945,2021-06-21,19500,48,27.09,F,Personal
L01826,B02196,2021-11-25,10900,48,21.53,E,Personal
L01827,B04132,2022-07-13,18300,36,16.41,D,Business
L01828,B03829,2023-07-10,22600,36,17.79,D,Home Improvement
L01829,B00240,2023-11-18,33800,36,13.7,C,Home Improvement
L01830,B00917,2021-10-29,18000,60,25.15,F,Debt Consolidation
L01831,B02953,2023-06-15,11000,48,16.36,D,Debt Consolidation
L01832,B03439,2021-07-07,40000,48,16.36,D,Personal
L01833,B00856,2022-03-31,31500,36,14.36,C,Debt Consolidation
L01834,B02665,2023-07-13,5900,36,13.21,C,Auto
L01835,B03239,2022-12-17,9300,24,13.2,C,Personal
L01836,B00554,2021-02-24,10100,24,9.78,B,Auto
L01837,B02814,2023-04-30,7800,36,21.12,E,Personal
L01838,B01886,2021-04-20,29900,36,16.64,D,Personal
L01839,B02946,2023-03-23,36400,48,11.65,B,Personal
L01840,B01229,2023-10-26,27100,36,21.91,E,Personal
L01841,B00195,2023-02-05,20400,36,27.24,F,Home Improvement
L01842,B03688,2022-04-28,8400,48,14.64,C,Debt Consolidation
L01843,B01426,2023-03-02,13000,48,21.03,E,Debt Consolidation
L01844,B03820,2021-06-17,13300,48,12.84,C,Home Improvement
L01845,B02694,2023-02-07,23700,36,22.21,E,Debt Consolidation
L01846,B03754,2022-04-05,8800,60,13.41,C,Medical
L01847,B01972,2021-02-27,13000,60,23.22,E,Debt Consolidation
L01848,B00500,2022-10-15,6500,36,16.21,D,Debt Consolidation
L01849,B04115,2021-07-22,18200,24,12.53,C,Home Improvement
L01850,B03774,2024-08-24,22900,60,26.93,F,Auto
L01851,B03648,2022-11-18,40000,60,16.64,D,Home Improvement
L01852,B02867,2021-10-27,13700,24,21.49,E,Debt Consolidation
L01853,B00687,2021-10-09,15200,24,10.18,B,Personal
L01854,B02068,2021-03-20,16700,60,16.99,D,Personal
L01855,B03922,2022-08-11,20200,36,22.02,E,Auto
L01856,B00448,2023-08-26,5200,60,16.84,D,Auto
L01857,B01767,2021-10-12,22600,36,13.17,C,Personal
L01858,B01125,2023-08-19,36100,60,10.41,B,Debt Consolidation
L01859,B00294,2023-07-08,17000,24,24.52,F,Debt Consolidation
L01860,B04161,2024-06-14,40000,36,11.21,B,Vacation
L01861,B02547,2021-01-11,28200,60,22.26,E,Debt Consolidation
L01862,B00076,2021-06-12,16300,36,14.52,C,Debt Consolidation
L01863,B03776,2021-02-08,22900,36,26.51,F,Auto
L01864,B02683,2022-06-09,25400,60,16.96,D,Personal
L01865,B03197,2022-03-18,26600,36,12.01,B,Home Improvement
L01866,B02075,2021-11-03,23300,24,9.78,B,Debt Consolidation
L01867,B01300,2024-01-29,11300,36,18.18,D,Debt Consolidation
L01868,B02728,2024-05-31,19100,48,22.83,E,Personal
L01869,B04179,2023-12-17,31400,48,16.58,D,Debt Consolidation
L01870,B03535,2023-05-17,17500,60,26.11,F,Home Improvement
L01871,B02054,2021-08-16,7000,36,12.82,C,Auto
L01872,B01700,2022-08-14,8400,36,12.93,C,Business
L01873,B04464,2022-05-02,20800,36,13.45,C,Medical
L01874,B02519,2022-09-09,33700,60,16.81,D,Medical
L01875,B01738,2021-09-07,19000,48,22.81,E,Home Improvement
L01876,B01931,2021-04-08,9200,60,10.27,B,Business
L01877,B00370,2022-05-04,15200,60,27.96,F,Personal
L01878,B03740,2023-05-10,15800,36,17.79,D,Medical
L01879,B04374,2024-08-01,15200,36,6.72,A,Debt Consolidation
L01880,B00340,2024-06-29,14300,48,27.4,F,Debt Consolidation
L01881,B02863,2023-07-26,40000,36,13.71,C,Home Improvement
L01882,B00614,2021-05-09,11900,24,26.99,F,Auto
L01883,B01104,2021-08-16,23200,60,16.62,D,Home Improvement
L01884,B03778,2023-10-21,29600,36,22.31,E,Medical
L01885,B00793,2024-05-07,10400,48,14.07,C,Debt Consolidation
L01886,B00067,2024-01-03,40000,48,16.95,D,Debt Consolidation
L01887,B04311,2021-02-03,16200,48,12.05,C,Auto
L01888,B03796,2024-07-18,24100,36,14.33,C,Personal
L01889,B00571,2023-11-22,8500,48,25.67,F,Home Improvement
L01890,B00540,2024-03-23,19100,36,23.12,E,Medical
L01891,B00117,2022-05-11,29500,60,13.16,C,Auto
L01892,B02199,2021-10-22,10300,36,20.68,E,Debt Consolidation
L01893,B03032,2022-08-20,20100,60,10.49,B,Medical
L01894,B03457,2023-05-30,24600,36,21.99,E,Debt Consolidation
L01895,B03052,2021-01-04,30700,60,8.91,A,Personal
L01896,B02482,2024-06-13,28600,60,21.04,E,Debt Consolidation
L01897,B02368,2022-12-24,7100,48,20.75,E,Debt Consolidation
L01898,B01635,2022-05-08,15100,36,26.64,F,Home Improvement
L01899,B00242,2024-03-14,13700,36,14.35,C,Debt Consolidation
L01900,B00465,2023-05-04,13600,48,16.89,D,Debt Consolidation
L01901,B02251,2022-01-19,33900,48,13.55,C,Home Improvement
L01902,B01879,2024-09-22,3500,36,15.82,D,Home Improvement
L01903,B02535,2024-09-30,21200,48,21.29,E,Debt Consolidation
L01904,B01906,2021-06-25,31000,48,9.55,B,Debt Consolidation
L01905,B03810,2023-12-09,23200,24,10.44,B,Debt Consolidation
L01906,B00572,2023-01-09,13400,24,13.87,C,Debt Consolidation
L01907,B02709,2021-05-19,7200,24,19.03,D,Home Improvement
L01908,B03642,2023-12-14,8800,36,13.76,C,Debt Consolidation
L01909,B03505,2024-01-20,26600,36,13.68,C,Business
L01910,B03620,2023-11-06,13900,60,26.58,F,Debt Consolidation
L01911,B00657,2023-11-06,14700,36,16.53,D,Debt Consolidation
L01912,B03152,2024-02-09,10900,24,18.75,D,Home Improvement
L01913,B00949,2021-02-11,16000,36,22.2,E,Debt Consolidation
L01914,B04111,2023-03-11,11800,60,11.24,B,Debt Consolidation
L01915,B03023,2023-08-21,24200,36,27.34,F,Auto
L01916,B00307,2021-03-31,7500,60,16.49,D,Personal
L01917,B00705,2024-07-25,28200,36,17.34,D,Debt Consolidation
L01918,B04493,2023-03-04,13300,36,21.5,E,Home Improvement
L01919,B00678,2023-02-04,6200,48,20.55,E,Debt Consolidation
L01920,B02913,2022-06-04,11600,36,8.92,B,Home Improvement
L01921,B03994,2021-02-03,20500,48,21.94,E,Home Improvement
L01922,B00211,2023-01-02,14400,60,13.85,C,Auto
L01923,B04495,2021-05-19,21900,36,13.51,C,Auto
L01924,B01397,2022-12-08,7700,48,22.69,E,Medical
L01925,B03461,2022-05-09,17200,48,13.32,C,Debt Consolidation
L01926,B04354,2024-09-07,4100,60,22.44,E,Personal
L01927,B02163,2024-07-10,22900,36,11.99,C,Debt Consolidation
L01928,B04430,2021-08-01,13800,24,16.92,D,Auto
L01929,B04445,2024-04-06,9400,48,17.46,D,Home Improvement
L01930,B02281,2022-11-12,40000,60,23.62,E,Debt Consolidation
L01931,B03149,2021-10-01,16400,24,17.42,D,Debt Consolidation
L01932,B04081,2021-04-01,24200,36,15.48,D,Debt Consolidation
L01933,B00828,2022-12-23,18700,36,21.63,E,Auto
L01934,B02656,2024-01-24,8400,48,21.73,E,Debt Consolidation
